"station","strikeDeg","dipDeg","rakeDeg","slipSense","color","Longitude","Latitude","type","width","comments"
"EY17-02",192,77,"","","fresh","-18.05786737","65.79783076","dike",NA,"fresh"
"EY17-02",20,79,"","","","-18.05786737","65.79783076","dike",NA,""
"EY17-02",192,89,"","","","-18.05786737","65.79783076","dike",NA,""
"EY17-04",244,82,"20","L","red, white","-18.07799489","65.87828316","Fault","",""
"EY17-04",188,79,"131","N","red","-18.07799489","65.87828316","Fault","",""
"EY17-04",13,66,"110","N","red","-18.07799489","65.87828316","Fault","",""
"EY17-04",245,69,"86","N","red","-18.07799489","65.87828316","Fault","",""
"EY17-04",230,68,"102","N","red","-18.07799489","65.87828316","Fault","",""
"EY17-04",7,60,"87","N","","-18.07799489","65.87828316","Fault","",""
"EY17-04",25,79,"","","","-18.07799489","65.87828316","dike","25",""
"EY17-05",344,80,"","","","-18.19061769","65.94443139","dike",NA,"same"
"EY17-05",329,81,"","","","-18.19061769","65.94443139","dike",NA,"same"
"EY17-06",194,80,"9","L","","-18.06603609","65.89817074","Fault","",""
"EY17-06",188,85,"108","N","","-18.06603609","65.89817074","Fault","",""
"EY17-06",168,90,"","","","-18.06603609","65.89817074","dike","200",""
"EY17-06",351,82,"","","fresh","-18.06603609","65.89817074","dike","100","fresh"
"EY17-06",205,88,"","","","-18.06603609","65.89817074","dike","100",""
"EY17-07",5,85,"","","","-18.03999733","65.73338091","dike",NA,"weathered"
"EY17-07",110,85,"","","","-18.03999733","65.73338091","dike","100",""
"EY17-07",168,85,"","","","-18.03999733","65.73338091","dike","20",""
"EY17-07",179,84,"","","","-18.03999733","65.73338091","dike","80",""
"EY18-08 A",153,84,"21","L","pink","-18.049624","65.679189","Fault","",""
"EY18-08 A",172,80,"","","","-18.049624","65.679189","dike","100",""
"EY18-08 C",15,15,"0","L","","-18.048118","65.678129","Fault","",""
"EY18-08 C",200,80,"0","L","","-18.048118","65.678129","Fault","",""
"EY18-08 C",195,82,"175","L","","-18.048118","65.678129","Fault","",""
"EY18-08 E",336,74,"18","R","brown (once red?)","-18.047496","65.677547","Fault","",""
"EY18-08 E",350,45,"18","R","","-18.047496","65.677547","Fault","",""
"EY18-08 E",340,43,"10","R","","-18.047496","65.677547","Fault","",""
"EY18-08 F",178,60,"10","L","green","-18.047414","65.676948","Fault","",""
"EY18-08 F",187,85,"","","","-18.047414","65.676948","dike",NA,""
"EY18-08 G",212,82,"0","L","","-18.047079","65.676412","Fault","",""
"EY18-08 H",211,80,"55","T","","-18.04694","65.676124","Fault","",""
"EY18-08 H",90,90,"","","","-18.04694","65.676124","dike","10",""
"EY18-08 I",45,90,"87","T","green","-18.046571","65.675671","Fault","",""
"EY18-08 I",220,70,"","","","-18.046571","65.675671","dike","130",""
"EY18-09",50,82,"","","","-18.061466","65.697806","dike","150",""
"EY18-09",190,90,"","","","-18.061466","65.697806","dike",NA,"dip bad"
"EY18-09",85,50,"","","","-18.061466","65.697806","dike","70","not great"
"EY18-10 A",172,90,"","","","-18.06234","65.798202","dike",NA,""
"EY18-10 B",169,70,"90","N","","-18.059504","65.796909","Fault","",""
"EY18-10 B",358,90,"55","T","","-18.059504","65.796909","Fault","",""
"EY18-10 B",21,68,"4","R","","-18.059504","65.796909","Fault","",""
"EY18-10 C",95,90,"105","T","","-18.059089","65.799175","Fault","",""
"EY18-10 C",9,88,"6","R","white","-18.059089","65.799175","Fault","",""
"EY18-10 C",48,90,"","","","-18.059089","65.799175","dike",NA,""
"EY18-10 C",175,85,"","","","-18.059089","65.799175","dike","500",""
"EY18-11",197,81,"","","","-18.054032","65.819115","dike",NA,""
"EY18-12",199,77,"65","N","","-18.071762","65.62994","Fault","",""
"EY18-12",183,17,"0","L","","-18.071762","65.62994","Fault","",""
"EY18-12",187,87,"24","L","","-18.071762","65.62994","Fault","",""
"EY18-12",198,79,"75","N","","-18.071762","65.62994","Fault","",""
"EY18-12",153,87,"6","R","white","-18.071762","65.62994","Fault","",""
"EY18-12",178,65,"145","R","white, tan","-18.071762","65.62994","Fault","",""
"EY18-12",3,90,"","","","-18.071762","65.62994","dike",NA,"wiggly"
"EY18-13",35,90,"6","R","white","-18.107966","65.695762","Fault","",""
"EY18-13",228,87,"12","L","red, green, white","-18.107966","65.695762","Fault","",""
"EY18-13",178,88,"0","L","","-18.107966","65.695762","Fault","",""
"EY18-13",4,90,"13","L","","-18.107966","65.695762","Fault","",""
"EY18-13",8,90,"5","L","","-18.107966","65.695762","Fault","",""
"EY18-13",196,79,"55","N","","-18.107966","65.695762","Fault","",""
"EY18-13",333,90,"180","R","red, white","-18.107966","65.695762","Fault","",""
"EY18-13",153,74,"168","R","green","-18.107966","65.695762","Fault","",""
"EY18-13",310,85,"145","R","","-18.107966","65.695762","Fault","",""
"EY18-13",326,86,"5","R","","-18.107966","65.695762","Fault","",""
"EY18-13",15,83,"","","","-18.107966","65.695762","dike","30",""
"EY18-13",10,90,"","","","-18.107966","65.695762","dike","30",""
"EY18-13",1,78,"","","","-18.107966","65.695762","dike","30",""
"EY18-13",19,86,"","","","-18.107966","65.695762","dike",NA,""
"EY18-13",5,90,"","","","-18.107966","65.695762","dike","1000",""
"EY18-13",160,75,"","","","-18.107966","65.695762","dike",NA,"wiggly surface"
"EY18-13",177,90,"","","","-18.107966","65.695762","dike","500",""
"EY18-13",195,86,"","","","-18.107966","65.695762","dike","50",""
"EY18-13",170,82,"","","","-18.107966","65.695762","dike","150","4 dikes"
"FL14-02",42,90,"","","","-17.88816","66.07976","dike",NA,""
"FL14-02",85,58,"","","","-17.88816","66.07976","dike",NA,""
"FL14-06",68,78,"","","","-17.89216","66.07969","dike","100",""
"FL14-06",45,85,"","","","-17.89216","66.07969","dike","200",""
"FL14-06",52,73,"","","","-17.89216","66.07969","dike",NA,"small"
"FL14-12",30,90,"","","","-18.27679","66.02864","dike","150","iffy"
"FL14-12",25,90,"","","","-18.27679","66.02864","dike","200",""
"FL14-12",355,83,"","","","-18.27679","66.02864","dike","15",""
"FL14-12",0,90,"","","","-18.27679","66.02864","dike","50",""
"FL14-12",350,90,"","","","-18.27679","66.02864","dike","150",""
"FL14-12",15,80,"","","","-18.27679","66.02864","dike","200",""
"FL14-12",15,74,"","","","-18.27679","66.02864","dike",NA,""
"FL14-12",30,90,"","","","-18.27679","66.02864","dike",NA,""
"FL14-12",20,90,"","","","-18.27679","66.02864","dike",NA,""
"FL16-66 A",356,78,"55","T","","-17.90688659","66.13710703","Fault","",""
"FL16-66 A",30,78,"","","","-17.90688659","66.13710703","dike","500",""
"FL16-66 B",120,68,"158","L","","-17.91623252","66.13894048","Fault","",""
"FL16-66 B",310,90,"33","L","","-17.91623252","66.13894048","Fault","",""
"FL16-66 B",42,74,"16","L","","-17.91623252","66.13894048","Fault","",""
"FL16-66 B",88,65,"168","R","","-17.91623252","66.13894048","Fault","",""
"FL16-66 B",313,70,"149","R","","-17.91623252","66.13894048","Fault","",""
"FL16-66 B",30,80,"","","","-17.91623252","66.13894048","dike",NA,""
"FL17-67",90,60,"30","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",335,82,"28","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",343,81,"10","L","red","-17.89332856","66.13187105","Fault","",""
"FL17-67",335,90,"21","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",26,71,"28","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",94,56,"162","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",105,67,"163","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",155,84,"162","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",343,84,"12","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",64,55,"8","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",47,86,"6","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",122,8,"55","N","","-17.89332856","66.13187105","Fault","",""
"FL17-67",332,72,"41","L","","-17.89332856","66.13187105","Fault","",""
"FL17-67",143,75,"121","N","","-17.89332856","66.13187105","Fault","",""
"FL17-67",45,61,"8","R","","-17.89332856","66.13187105","Fault","",""
"FL17-67",52,46,"180","R","","-17.89332856","66.13187105","Fault","",""
"FL17-67",138,78,"166","R","","-17.89332856","66.13187105","Fault","",""
"FL17-67",110,80,"2","R","","-17.89332856","66.13187105","Fault","",""
"FL17-67",110,78,"167","R","purple, green","-17.89332856","66.13187105","Fault","",""
"FL17-67",257,79,"7","R","red","-17.89332856","66.13187105","Fault","",""
"FL17-67",135,80,"160","R","","-17.89332856","66.13187105","Fault","",""
"FL17-67",135,40,"170","L","red","-17.89332856","66.13187105","Fault","",""
"FL17-67",144,73,"","","fresh","-17.89332856","66.13187105","dike","20","fresh, undefm"
"FL17-67",135,70,"","","","-17.89332856","66.13187105","dike",NA,"sheared"
"FL17-67",140,50,"","","","-17.89332856","66.13187105","dike",NA,"intradike"
"FL17-67",235,65,"","","","-17.89332856","66.13187105","dike","5",""
"FL17-67",135,60,"","","veins","-17.89332856","66.13187105","dike","300","vein shot"
"FL17-67",145,60,"","","","-17.89332856","66.13187105","dike",NA,""
"FL17-67",135,72,"","","","-17.89332856","66.13187105","dike",NA,""
"FL17-68",310,72,"12","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",55,82,"178","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",46,78,"22","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",30,68,"18","L","green","-17.91623252","66.13894048","Fault","",""
"FL17-68",54,70,"0","L","green","-17.91623252","66.13894048","Fault","",""
"FL17-68",30,74,"174","L","green","-17.91623252","66.13894048","Fault","",""
"FL17-68",15,66,"18","L","green","-17.91623252","66.13894048","Fault","",""
"FL17-68",68,72,"10","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",35,90,"12","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",143,76,"150","L","red","-17.91623252","66.13894048","Fault","",""
"FL17-68",123,64,"165","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",118,65,"150","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",288,90,"18","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",4,80,"19","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",25,80,"169","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",294,82,"41","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",45,88,"168","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",323,78,"24","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",36,60,"28","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",344,68,"170","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",340,90,"10","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",350,82,"17","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",294,62,"9","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",348,72,"160","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",27,75,"166","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",29,88,"166","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",25,62,"154","R","red","-17.91623252","66.13894048","Fault","",""
"FL17-68",343,82,"9","R","red","-17.91623252","66.13894048","Fault","",""
"FL17-68",97,80,"161","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",10,62,"169","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",139,67,"123","T","","-17.91623252","66.13894048","Fault","",""
"FL17-68",153,45,"127","T","","-17.91623252","66.13894048","Fault","",""
"FL17-68",7,71,"35","R","","-17.91623252","66.13894048","Fault","",""
"FL17-68",254,40,"33","R","red","-17.91623252","66.13894048","Fault","",""
"FL17-68",30,64,"151","L","","-17.91623252","66.13894048","Fault","",""
"FL17-68",110,80,"","","","-17.91623252","66.13894048","dike","400",""
"FL17-69",197,88,"133","T","red","-17.95637266","66.14892788","Fault","",""
"FL17-69",64,52,"3","L","","-17.95637266","66.14892788","Fault","",""
"FL17-69",315,55,"10","L","","-17.95637266","66.14892788","Fault","",""
"FL17-69",133,84,"153","L","","-17.95637266","66.14892788","Fault","",""
"FL17-69",38,51,"97","N","","-17.95637266","66.14892788","Fault","",""
"FL17-69",36,31,"123","N","","-17.95637266","66.14892788","Fault","",""
"FL17-69",66,79,"16","R","","-17.95637266","66.14892788","Fault","",""
"FL17-69",346,87,"22","L","","-17.95637266","66.14892788","Fault","",""
"FL17-69",50,72,"","","black","-17.95637266","66.14892788","dike",NA,"black, unfractured"
"FL17-69",105,62,"","","black","-17.95637266","66.14892788","dike",NA,"black, faulted"
"FL17-69",39,79,"","","green","-17.95637266","66.14892788","dike","25","green, xcuts next"
"FL17-69",60,50,"","","","-17.95637266","66.14892788","dike",NA,""
"FL17-69",26,70,"","","","-17.95637266","66.14892788","dike","20","chewed, eroding"
"FL17-69",96,62,"","","","-17.95637266","66.14892788","dike","40","jags, photo"
"FL17-69",60,79,"","","","-17.95637266","66.14892788","dike",NA,"faulted"
"FL17-70",39,58,"35","L","","-17.90688659","66.13710703","Fault","",""
"FL17-70",38,70,"22","L","","-17.90688659","66.13710703","Fault","",""
"FL17-70",41,62,"35","L","red","-17.90688659","66.13710703","Fault","",""
"FL17-70",26,90,"31","L","","-17.90688659","66.13710703","Fault","",""
"FL17-70",54,75,"161","L","","-17.90688659","66.13710703","Fault","",""
"FL17-70",43,71,"18","L","","-17.90688659","66.13710703","Fault","",""
"FL17-70",54,76,"9","L","","-17.90688659","66.13710703","Fault","",""
"FL17-70",69,69,"30","L","","-17.90688659","66.13710703","Fault","",""
"FL17-70",21,85,"27","L","","-17.90688659","66.13710703","Fault","",""
"FL17-70",174,90,"141","L","","-17.90688659","66.13710703","Fault","",""
"FL17-70",38,60,"51","N","green","-17.90688659","66.13710703","Fault","",""
"FL17-70",163,76,"125","N","","-17.90688659","66.13710703","Fault","",""
"FL17-70",332,68,"8","R","","-17.90688659","66.13710703","Fault","",""
"FL17-70",73,59,"111","T","","-17.90688659","66.13710703","Fault","",""
"FL17-70",177,77,"110","N","","-17.90688659","66.13710703","Fault","",""
"FL17-70",177,77,"70","N","","-17.90688659","66.13710703","Fault","",""
"FL17-70",25,72,"56","N","","-17.90688659","66.13710703","Fault","",""
"FL17-70",90,58,"","","black","-17.90688659","66.13710703","dike","30","black, no veins"
"FL17-70",15,85,"","","","-17.90688659","66.13710703","dike","100","photo, faulted"
"FL17-71",49,80,"20","L","","-17.93075641","66.14655441","Fault","",""
"FL17-71",335,62,"11","L","","-17.93075641","66.14655441","Fault","",""
"FL17-71",50,61,"145","L","gouge","-17.93075641","66.14655441","Fault","",""
"FL17-71",25,48,"90","N","","-17.93075641","66.14655441","Fault","",""
"FL17-71",204,77,"68","N","","-17.93075641","66.14655441","Fault","",""
"FL17-71",44,36,"115","N","","-17.93075641","66.14655441","Fault","",""
"FL17-71",31,44,"142","R","","-17.93075641","66.14655441","Fault","",""
"FL17-71",21,54,"172","R","","-17.93075641","66.14655441","Fault","",""
"FL17-71",100,90,"105","T","","-17.93075641","66.14655441","Fault","",""
"FL17-71",97,78,"137","L","","-17.93075641","66.14655441","Fault","",""
"FL17-71",76,46,"170","L","white","-17.93075641","66.14655441","Fault","",""
"FL17-71",146,86,"","","","-17.93075641","66.14655441","dike",NA,"mostly endeformed"
"FL17-71",134,57,"","","","-17.93075641","66.14655441","dike","30","used as fault"
"FL17-71",309,75,"","","","-17.93075641","66.14655441","dike",NA,""
"FL17-71",50,60,"","","","-17.93075641","66.14655441","dike","100","bound by B.Z."
"FL17-71",130,81,"","","","-17.93075641","66.14655441","dike","100",""
"FL17-72",121,75,"167","L","","-17.92234948","66.14311515","Fault","",""
"FL17-72",100,74,"160","L","pink","-17.92234948","66.14311515","Fault","",""
"FL17-72",7,62,"69","N","","-17.92234948","66.14311515","Fault","",""
"FL17-72",122,86,"","","brown","-17.92234948","66.14311515","dike",NA,"brown, faulty, zone of several"
"FL17-72",48,78,"","","black","-17.92234948","66.14311515","dike","40","black, defm"
"FL17-72",95,78,"","","clack","-17.92234948","66.14311515","dike","100","black, fresh"
"FL17-72",99,76,"","","","-17.92234948","66.14311515","dike","50",""
"FL17-72",330,78,"","","","-17.92234948","66.14311515","dike","200",""
"FL17-72",95,83,"","","","-17.92234948","66.14311515","dike","100",""
"FL17-72",280,87,"","","","-17.92234948","66.14311515","dike","100",""
"FL17-72",96,62,"","","","-17.92234948","66.14311515","dike","700"," zone of 3-4"
"FL17-73",263,85,"150","L","","-17.92131584","66.11929182","Fault","",""
"FL17-73",115,77,"167","L","","-17.92131584","66.11929182","Fault","",""
"FL17-73",342,64,"90","N","","-17.92131584","66.11929182","Fault","",""
"FL17-73",10,79,"87","N","","-17.92131584","66.11929182","Fault","",""
"FL17-73",95,72,"158","R","","-17.92131584","66.11929182","Fault","",""
"FL17-73",347,34,"154","R","","-17.92131584","66.11929182","Fault","",""
"FL17-73",120,90,"","","","-17.92131584","66.11929182","dike",NA,"photo, near pmag"
"FL17-73",115,67,"","","","-17.92131584","66.11929182","dike",NA,""
"FL17-74",141,50,"173","L","","-17.89235939","66.13333474","Fault","",""
"FL17-74",160,76,"170","L","red","-17.89235939","66.13333474","Fault","",""
"FL17-74",146,57,"3","L","","-17.89235939","66.13333474","Fault","",""
"FL17-74",127,65,"162","L","","-17.89235939","66.13333474","Fault","",""
"FL17-74",11,71,"22","L","","-17.89235939","66.13333474","Fault","",""
"FL17-74",347,79,"95","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",16,87,"104","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",17,71,"96","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",18,61,"87","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",107,79,"144","R","","-17.89235939","66.13333474","Fault","",""
"FL17-74",164,83,"140","R","","-17.89235939","66.13333474","Fault","",""
"FL17-74",1,74,"69","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",33,60,"49","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",15,60,"50","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",359,58,"158","R","","-17.89235939","66.13333474","Fault","",""
"FL17-74",357,74,"127","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",323,80,"139","R","","-17.89235939","66.13333474","Fault","",""
"FL17-74",13,49,"120","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",80,82,"12","R","","-17.89235939","66.13333474","Fault","",""
"FL17-74",115,54,"15","R","","-17.89235939","66.13333474","Fault","",""
"FL17-74",25,90,"112","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",160,69,"77","T","","-17.89235939","66.13333474","Fault","",""
"FL17-74",2,83,"94","T","","-17.89235939","66.13333474","Fault","",""
"FL17-74",154,83,"66","T","","-17.89235939","66.13333474","Fault","",""
"FL17-74",21,71,"120","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",23,70,"65","N","","-17.89235939","66.13333474","Fault","",""
"FL17-74",232,50,"","","red","-17.89235939","66.13333474","dike","100","reddish"
"FL17-74",114,60,"","","black","-17.89235939","66.13333474","dike",NA,"black, fresh"
"FL17-74",136,60,"","","brown","-17.89235939","66.13333474","dike","300","brown, fractured"
"FL17-74",75,40,"","","brown","-17.89235939","66.13333474","dike",NA,"brown, thick package"
"FL17-74",72,38,"","","","-17.89235939","66.13333474","dike","1000",""
"FL17-74",99,60,"","","brown","-17.89235939","66.13333474","dike",NA,"brown"
"FL17-75 A",212,90,"6","L","","-17.88747278","66.11715104","Fault","",""
"FL17-75 A",204,66,"16","L","","-17.88747278","66.11715104","Fault","",""
"FL17-75 A",245,80,"170","L","","-17.88747278","66.11715104","Fault","",""
"FL17-75 A",25,87,"29","R","","-17.88747278","66.11715104","Fault","",""
"FL17-75 B",40,51,"12","L","","-17.88372768","66.11556964","Fault","",""
"FL17-75 B",63,70,"23","L","","-17.88372768","66.11556964","Fault","",""
"FL17-75 B",72,63,"27","L","gouge","-17.88372768","66.11556964","Fault","",""
"FL17-75 B",33,70,"32","L","gouge","-17.88372768","66.11556964","Fault","",""
"FL17-75 B",178,22,"","","black","-17.88372768","66.11556964","dike","8","black, wee"
"FL17-75 B",135,70,"","","brown","-17.88372768","66.11556964","dike",NA,"brown, thick"
"FL17-75 B",120,72,"","","","-17.88372768","66.11556964","dike",NA,"margin of prev, black"
"FL17-75 B",120,70,"","","","-17.88372768","66.11556964","dike","50",""
"FL17-75 B",152,21,"","","fresh","-17.88372768","66.11556964","dike","10","fresh"
"FL17-76",111,85,"155","L","","-18.12150083","66.16095662","Fault","",""
"FL17-76",112,80,"144","L","","-18.12150083","66.16095662","Fault","",""
"FL17-76",291,75,"35","L","","-18.12150083","66.16095662","Fault","",""
"FL17-76",280,60,"170","R","","-18.12150083","66.16095662","Fault","",""
"FL17-76",304,68,"41","R","","-18.12150083","66.16095662","Fault","",""
"FL17-76",105,60,"","","fresh, black","-18.12150083","66.16095662","dike","100","black, fresh"
"FL17-76",110,60,"","","black","-18.12150083","66.16095662","dike","30","black, tiny"
"FL17-76",86,47,"","","","-18.12150083","66.16095662","dike","100",""
"FL17-76",65,36,"","","","-18.12150083","66.16095662","dike",NA,"photo, offset by fault"
"FL17-77",284,57,"22","L","red","-18.15172857","66.16689491","Fault","",""
"FL17-77",60,67,"100","N","","-18.15172857","66.16689491","Fault","",""
"FL17-77",185,41,"48","N","","-18.15172857","66.16689491","Fault","",""
"FL17-77",130,27,"42","L","","-18.15172857","66.16689491","Fault","",""
"FL17-77",6,42,"7","R","","-18.15172857","66.16689491","Fault","",""
"FL17-77",5,50,"4","R","","-18.15172857","66.16689491","Fault","",""
"FL17-77",260,76,"31","R","red","-18.15172857","66.16689491","Fault","",""
"FL17-77",305,59,"24","R","","-18.15172857","66.16689491","Fault","",""
"FL17-77",14,52,"168","R","red","-18.15172857","66.16689491","Fault","",""
"FL17-77",32,62,"158","R","","-18.15172857","66.16689491","Fault","",""
"FL17-77",15,76,"168","R","pink","-18.15172857","66.16689491","Fault","",""
"FL17-77",70,81,"148","R","","-18.15172857","66.16689491","Fault","",""
"FL17-77",197,68,"128","T","","-18.15172857","66.16689491","Fault","",""
"FL17-77",327,45,"116","T","red","-18.15172857","66.16689491","Fault","",""
"FL17-77",24,51,"36","R","","-18.15172857","66.16689491","Fault","",""
"FL17-77",50,63,"","","","-18.15172857","66.16689491","dike","150","photo"
"FL17-78",137,90,"","","black","-18.17227146","66.169146","dike",NA,"black, crazy"
"FL17-78",282,90,"","","","-18.17227146","66.169146","dike","500","packet"
"FL17-78",105,86,"","","","-18.17227146","66.169146","dike",NA,"defm"
"FL17-78",101,85,"","","","-18.17227146","66.169146","dike",NA,"wiggles, coarse"
"FL17-79",206,35,"7","L","","-18.14964571","66.16316545","Fault","",""
"FL17-79",188,57,"164","L","","-18.14964571","66.16316545","Fault","",""
"FL17-79",220,46,"160","L","red","-18.14964571","66.16316545","Fault","",""
"FL17-79",65,63,"37","L","","-18.14964571","66.16316545","Fault","",""
"FL17-79",175,72,"25","R","","-18.14964571","66.16316545","Fault","",""
"FL17-79",335,37,"22","R","red","-18.14964571","66.16316545","Fault","",""
"FL17-79",170,41,"16","R","white","-18.14964571","66.16316545","Fault","",""
"FL17-79",56,61,"173","R","","-18.14964571","66.16316545","Fault","",""
"FL17-79",25,46,"175","R","","-18.14964571","66.16316545","Fault","",""
"FL17-79",72,80,"130","T","","-18.14964571","66.16316545","Fault","",""
"FL17-79",42,52,"","","","-18.14964571","66.16316545","dike","50",""
"FL17-79",98,84,"","","brown","-18.14964571","66.16316545","dike","600","brown"
"FL17-79",83,78,"","","","-18.14964571","66.16316545","dike",NA,"same"
"FL17-79",84,66,"","","","-18.14964571","66.16316545","dike","400",""
"FL17-80",44,65,"156","L","","-18.09602781","66.16494288","Fault","",""
"FL17-80",62,63,"140","L","","-18.09602781","66.16494288","Fault","",""
"FL17-80",69,45,"71","N","","-18.09602781","66.16494288","Fault","",""
"FL17-80",357,45,"87","N","","-18.09602781","66.16494288","Fault","",""
"FL17-80",191,78,"76","N","red","-18.09602781","66.16494288","Fault","",""
"FL17-80",15,49,"98","N","","-18.09602781","66.16494288","Fault","",""
"FL17-80",14,33,"93","N","red","-18.09602781","66.16494288","Fault","",""
"FL17-80",90,81,"","","","-18.09602781","66.16494288","dike","20","undeformed"
"FL17-80",332,85,"","","","-18.09602781","66.16494288","dike",NA,"squiggly"
"FL17-80",320,85,"","","black","-18.09602781","66.16494288","dike","300","black, undeformed"
"FL17-80",302,82,"","","","-18.09602781","66.16494288","dike","800","same package"
"FL17-80",54,43,"","","","-18.09602781","66.16494288","dike",NA,"faulted"
"FL17-80",295,90,"","","","-18.09602781","66.16494288","dike","200","photo"
"FL17-80",283,88,"","","","-18.09602781","66.16494288","dike","200",""
"FL17-81",54,60,"170","L","pink","-18.08256505","66.15512832","Fault","",""
"FL17-81",63,74,"15","L","","-18.08256505","66.15512832","Fault","",""
"FL17-81",325,56,"23","L","","-18.08256505","66.15512832","Fault","",""
"FL17-81",30,67,"158","R","","-18.08256505","66.15512832","Fault","",""
"FL17-81",26,71,"168","R","","-18.08256505","66.15512832","Fault","",""
"FL17-81",0,42,"90","T","red","-18.08256505","66.15512832","Fault","",""
"FL17-81",85,78,"","","fresh","-18.08256505","66.15512832","dike",NA,"photo, fresh, fracd to breccia"
"FL17-81",95,80,"","","","-18.08256505","66.15512832","dike",NA,""
"FL17-82",39,50,"","","","-18.08264877","66.14932518","dike","400",""
"FL17-82",95,85,"","","","-18.08264877","66.14932518","dike","30","faulted"
"FL17-82",84,83,"","","","-18.08264877","66.14932518","dike","100","faulted"
"FL17-82",87,82,"","","","-18.08264877","66.14932518","dike","200",""
"FL17-82",110,78,"","","fresh","-18.08264877","66.14932518","dike",NA,"fresh"
"FL17-82",272,88,"","","","-18.08264877","66.14932518","dike",NA,""
"FL17-83",43,67,"172","L","","-18.05750394","66.14296221","Fault","",""
"FL17-83",20,66,"38","L","","-18.05750394","66.14296221","Fault","",""
"FL17-83",83,75,"152","L","","-18.05750394","66.14296221","Fault","",""
"FL17-83",68,52,"163","L","","-18.05750394","66.14296221","Fault","",""
"FL17-83",21,40,"75","N","","-18.05750394","66.14296221","Fault","",""
"FL17-84",9,48,"80","N","","-18.06827921","66.12967757","Fault","",""
"FL17-84",18,50,"92","N","","-18.06827921","66.12967757","Fault","",""
"FL17-84",70,73,"148","R","","-18.06827921","66.12967757","Fault","",""
"FL17-85",33,66,"177","L","","-18.07522887","66.07471276","Fault","",""
"FL17-85",45,62,"10","L","","-18.07522887","66.07471276","Fault","",""
"FL17-85",28,62,"170","L","","-18.07522887","66.07471276","Fault","",""
"FL17-85",20,64,"8","L","","-18.07522887","66.07471276","Fault","",""
"FL17-85",8,80,"155","L","","-18.07522887","66.07471276","Fault","",""
"FL17-85",150,86,"28","L","","-18.07522887","66.07471276","Fault","",""
"FL17-85",16,74,"172","L","","-18.07522887","66.07471276","Fault","",""
"FL17-85",330,90,"58","T","","-18.07522887","66.07471276","Fault","",""
"FL17-85",146,84,"9","R","","-18.07522887","66.07471276","Fault","",""
"FL17-85",334,83,"9","R","","-18.07522887","66.07471276","Fault","",""
"FL17-85",137,90,"10","R","","-18.07522887","66.07471276","Fault","",""
"FL17-85",21,68,"161","L","","-18.07522887","66.07471276","Fault","",""
"FL17-85",46,78,"128","T","","-18.07522887","66.07471276","Fault","",""
"FL17-85",40,80,"","","","-18.07522887","66.07471276","dike","50",""
"FL17-85",45,80,"","","","-18.07522887","66.07471276","dike","100","undefm"
"FL17-85",10,73,"","","","-18.07522887","66.07471276","dike",NA,""
"FL17-86",62,80,"170","L","","-17.86717659","66.05789745","Fault","",""
